Date-Time,CO
2013-03-01,354.1666666666667
2013-03-02,879.1666666666666
2013-03-03,2004.0
2013-03-04,754.0416666666666
2013-03-05,2224.7083333333335
2013-03-06,3153.7916666666665
2013-03-07,4420.416666666667
2013-03-08,3387.4166666666665
2013-03-09,1174.875
2013-03-10,875.0
2013-03-11,1624.7916666666667
2013-03-12,1820.5833333333333
2013-03-13,650.0
2013-03-14,1583.2083333333333
2013-03-15,2324.7083333333335
2013-03-16,2408.0
2013-03-17,2653.8333333333335
2013-03-18,920.7916666666666
2013-03-19,870.8333333333334
2013-03-20,1079.125
2013-03-21,1370.5416666666667
2013-03-22,962.5
2013-03-23,1204.0
2013-03-24,491.6666666666667
2013-03-25,1066.625
2013-03-26,1566.4583333333333
2013-03-27,874.9583333333334
2013-03-28,570.8333333333334
2013-03-29,1499.75
2013-03-30,1633.0833333333333
2013-03-31,1604.0416666666667
2013-04-01,1566.5833333333333
2013-04-02,1458.25
2013-04-03,1604.0
2013-04-04,2212.25
2013-04-05,1378.8333333333333
2013-04-06,529.1666666666666
2013-04-07,1258.25
2013-04-08,370.8333333333333
2013-04-09,354.1666666666667
2013-04-10,454.1666666666667
2013-04-11,741.625
2013-04-12,949.9583333333334
2013-04-13,837.3333333333334
2013-04-14,683.2916666666666
2013-04-15,1445.625
2013-04-16,1066.4583333333333
2013-04-17,770.8333333333334
2013-04-18,358.3333333333333
2013-04-19,787.5
2013-04-20,779.1666666666666
2013-04-21,1120.625
2013-04-22,1337.375
2013-04-23,1495.75
2013-04-24,1291.5
2013-04-25,400.0
2013-04-26,1083.25
2013-04-27,1145.7916666666667
2013-04-28,1803.8333333333333
2013-04-29,595.8333333333334
2013-04-30,516.6666666666666
2013-05-01,633.3333333333334
2013-05-02,1054.125
2013-05-03,874.9583333333334
2013-05-04,820.8333333333334
2013-05-05,1549.5
2013-05-06,1599.75
2013-05-07,1466.5416666666667
2013-05-08,1670.5
2013-05-09,675.0
2013-05-10,625.0
2013-05-11,708.3333333333334
2013-05-12,699.9583333333334
2013-05-13,1833.0416666666667
2013-05-14,870.8333333333334
2013-05-15,1487.4166666666667
2013-05-16,1179.0833333333333
2013-05-17,1379.0833333333333
2013-05-18,1254.125
2013-05-19,720.8333333333334
2013-05-20,558.3333333333334
2013-05-21,1199.875
2013-05-22,1291.5833333333333
2013-05-23,987.4583333333334
2013-05-24,1487.2916666666667
2013-05-25,1254.0
2013-05-26,2008.2083333333333
2013-05-27,1783.25
2013-05-28,1249.875
2013-05-29,558.3333333333334
2013-05-30,891.6666666666666
2013-05-31,641.6666666666666
2013-06-01,912.5
2013-06-02,1845.625
2013-06-03,1383.2916666666667
2013-06-04,2062.25
2013-06-05,1758.125
2013-06-06,2703.75
2013-06-07,2541.4166666666665
2013-06-08,2570.5416666666665
2013-06-09,1337.375
2013-06-10,1000.0
2013-06-11,912.5
2013-06-12,1070.75
2013-06-13,1699.8333333333333
2013-06-14,1570.5833333333333
2013-06-15,1641.625
2013-06-16,1907.9166666666667
2013-06-17,791.6666666666666
2013-06-18,658.3333333333334
2013-06-19,1237.4583333333333
2013-06-20,1599.9583333333333
2013-06-21,962.5
2013-06-22,795.8333333333334
2013-06-23,1312.4583333333333
2013-06-24,1241.5833333333333
2013-06-25,2287.2083333333335
2013-06-26,2120.75
2013-06-27,1399.875
2013-06-28,2707.9166666666665
