Date-Time,PM10
2013-03-01,10.75
2013-03-02,40.958333333333336
2013-03-03,130.45833333333334
2013-03-04,38.666666666666664
2013-03-05,171.66666666666666
2013-03-06,232.66666666666666
2013-03-07,304.7083333333333
2013-03-08,257.9166666666667
2013-03-09,234.79166666666666
2013-03-10,48.166666666666664
2013-03-11,144.375
2013-03-12,100.58333333333333
2013-03-13,19.0
2013-03-14,85.54166666666667
2013-03-15,208.58333333333334
2013-03-16,236.29166666666666
2013-03-17,294.5
2013-03-18,99.20833333333333
2013-03-19,50.916666666666664
2013-03-20,55.041666666666664
2013-03-21,145.375
2013-03-22,123.875
2013-03-23,82.54166666666667
2013-03-24,32.541666666666664
2013-03-25,122.70833333333333
2013-03-26,210.875
2013-03-27,102.75
2013-03-28,43.458333333333336
2013-03-29,118.70833333333333
2013-03-30,96.41666666666667
2013-03-31,191.95833333333334
2013-04-01,103.25
2013-04-02,135.25
2013-04-03,183.75
2013-04-04,99.54166666666667
2013-04-05,59.458333333333336
2013-04-06,18.583333333333332
2013-04-07,113.0
2013-04-08,92.45833333333333
2013-04-09,31.416666666666668
2013-04-10,28.583333333333332
2013-04-11,41.666666666666664
2013-04-12,111.08333333333333
2013-04-13,113.79166666666667
2013-04-14,97.45833333333333
2013-04-15,134.29166666666666
2013-04-16,124.83333333333333
2013-04-17,60.541666666666664
2013-04-18,30.625
2013-04-19,76.20833333333333
2013-04-20,75.66666666666667
2013-04-21,132.70833333333334
2013-04-22,169.58333333333334
2013-04-23,177.45833333333334
2013-04-24,104.04166666666667
2013-04-25,28.458333333333332
2013-04-26,117.25
2013-04-27,110.41666666666667
2013-04-28,98.83333333333333
2013-04-29,73.91666666666667
2013-04-30,76.95833333333333
2013-05-01,88.41666666666667
2013-05-02,114.91666666666667
2013-05-03,81.125
2013-05-04,117.625
2013-05-05,229.08333333333334
2013-05-06,242.83333333333334
2013-05-07,191.5
2013-05-08,158.875
2013-05-09,50.625
2013-05-10,82.5
2013-05-11,105.41666666666667
2013-05-12,83.875
2013-05-13,161.125
2013-05-14,109.70833333333333
2013-05-15,137.66666666666666
2013-05-16,109.125
2013-05-17,146.70833333333334
2013-05-18,145.375
2013-05-19,134.25
2013-05-20,140.54166666666666
2013-05-21,227.25
2013-05-22,136.41666666666666
2013-05-23,135.0
2013-05-24,171.54166666666666
2013-05-25,112.20833333333333
2013-05-26,115.16666666666667
2013-05-27,68.83333333333333
2013-05-28,69.91666666666667
2013-05-29,45.916666666666664
2013-05-30,134.75
2013-05-31,151.75
2013-06-01,108.33333333333333
2013-06-02,183.95833333333334
2013-06-03,142.66666666666666
2013-06-04,146.45833333333334
2013-06-05,119.45833333333333
2013-06-06,142.54166666666666
2013-06-07,127.20833333333333
2013-06-08,174.75
2013-06-09,51.458333333333336
2013-06-10,30.0
2013-06-11,72.75
2013-06-12,61.541666666666664
2013-06-13,117.625
2013-06-14,144.5
2013-06-15,164.41666666666666
2013-06-16,169.95833333333334
2013-06-17,51.604166666666664
2013-06-18,85.20833333333333
2013-06-19,86.66666666666667
2013-06-20,131.5
2013-06-21,74.66666666666667
2013-06-22,55.958333333333336
2013-06-23,60.0
2013-06-24,105.375
2013-06-25,115.375
2013-06-26,133.125
2013-06-27,115.875
2013-06-28,299.9166666666667
2013-06-29,100.375
2013-06-30,183.25
2013-07-01,139.66666666666666
2013-07-02,31.875
2013-07-03,71.79166666666667
2013-07-04,52.25
2013-07-05,44.875
2013-07-06,88.20833333333333
2013-07-07,106.20833333333333
2013-07-08,86.54166666666667
2013-07-09,54.166666666666664
2013-07-10,26.041666666666668
2013-07-11,51.125
2013-07-12,72.91666666666667
2013-07-13,104.625
2013-07-14,86.5
2013-07-15,33.5
2013-07-16,23.25
2013-07-17,8.083333333333334
2013-07-18,13.833333333333334
2013-07-19,107.5
2013-07-20,164.75
2013-07-21,137.20833333333334
2013-07-22,137.125
2013-07-23,92.58333333333333
2013-07-24,76.66666666666667
2013-07-25,52.25
2013-07-26,57.291666666666664
2013-07-27,92.0
2013-07-28,49.125
2013-07-29,87.125
2013-07-30,93.25
2013-07-31,52.916666666666664
2013-08-01,35.083333333333336
2013-08-02,65.70833333333333
2013-08-03,48.458333333333336
2013-08-04,85.29166666666667
2013-08-05,48.583333333333336
2013-08-06,116.125
2013-08-07,30.125
2013-08-08,46.291666666666664
2013-08-09,65.75
2013-08-10,83.58333333333333
2013-08-11,85.125
2013-08-12,32.291666666666664
2013-08-13,62.875
2013-08-14,73.08333333333333
2013-08-15,90.33333333333333
2013-08-16,148.75
2013-08-17,58.666666666666664
2013-08-18,66.16666666666667
2013-08-19,76.91666666666667
2013-08-20,138.16666666666666
2013-08-21,131.33333333333334
2013-08-22,149.25
2013-08-23,97.66666666666667
2013-08-24,123.33333333333333
2013-08-25,105.58333333333333
2013-08-26,141.83333333333334
2013-08-27,100.95833333333333
2013-08-28,85.875
2013-08-29,40.166666666666664
2013-08-30,38.666666666666664
2013-08-31,60.833333333333336
2013-09-01,115.625
2013-09-02,86.79166666666667
2013-09-03,143.54166666666666
2013-09-04,83.58333333333333
2013-09-05,39.125
2013-09-06,85.83333333333333
2013-09-07,104.625
2013-09-08,162.29166666666666
2013-09-09,91.29166666666667
2013-09-10,102.45833333333333
2013-09-11,124.625
2013-09-12,210.45833333333334
2013-09-13,136.16666666666666
2013-09-14,79.08333333333333
2013-09-15,67.08333333333333
2013-09-16,115.0
2013-09-17,133.33333333333334
2013-09-18,106.33333333333333
2013-09-19,109.875
2013-09-20,88.16666666666667
2013-09-21,90.08333333333333
2013-09-22,101.29166666666667
2013-09-23,42.791666666666664
2013-09-24,38.791666666666664
2013-09-25,51.041666666666664
2013-09-26,115.16666666666667
2013-09-27,236.83333333333334
2013-09-28,278.3333333333333
2013-09-29,225.58333333333334
2013-09-30,159.5
2013-10-01,93.625
2013-10-02,37.25
2013-10-03,126.29166666666667
2013-10-04,191.625
2013-10-05,334.25
2013-10-06,208.04166666666666
2013-10-07,105.08333333333333
2013-10-08,101.58333333333333
2013-10-09,199.375
2013-10-10,99.83333333333333
2013-10-11,107.95833333333333
2013-10-12,112.79166666666667
2013-10-13,92.58333333333333
2013-10-14,55.083333333333336
2013-10-15,47.75
2013-10-16,106.95833333333333
2013-10-17,197.70833333333334
2013-10-18,271.3333333333333
2013-10-19,68.95833333333333
2013-10-20,54.625
2013-10-21,136.25
2013-10-22,176.75
2013-10-23,49.208333333333336
2013-10-24,47.333333333333336
2013-10-25,67.66666666666667
2013-10-26,101.66666666666667
2013-10-27,244.91666666666666
2013-10-28,339.75
2013-10-29,65.33333333333333
2013-10-30,127.16666666666667
2013-10-31,183.95833333333334
2013-11-01,233.45833333333334
2013-11-02,275.8333333333333
2013-11-03,50.583333333333336
2013-11-04,71.75
2013-11-05,246.04166666666666
2013-11-06,138.33333333333334
2013-11-07,61.875
2013-11-08,185.25
2013-11-09,115.95833333333333
2013-11-10,42.208333333333336
2013-11-11,71.04166666666667
2013-11-12,98.20833333333333
2013-11-13,221.33333333333334
2013-11-14,109.25
2013-11-15,203.83333333333334
2013-11-16,88.95833333333333
2013-11-17,8.666666666666666
2013-11-18,13.458333333333334
2013-11-19,53.708333333333336
2013-11-20,91.79166666666667
2013-11-21,134.5
2013-11-22,174.25
2013-11-23,244.33333333333334
2013-11-24,140.20833333333334
2013-11-25,25.375
2013-11-26,40.916666666666664
2013-11-27,19.541666666666668
2013-11-28,37.791666666666664
2013-11-29,106.875
2013-11-30,48.375
2013-12-01,125.79166666666667
2013-12-02,134.125
2013-12-03,96.58333333333333
2013-12-04,149.91666666666666
2013-12-05,67.375
2013-12-06,210.91666666666666
2013-12-07,352.1666666666667
2013-12-08,224.0
2013-12-09,16.708333333333332
2013-12-10,60.791666666666664
2013-12-11,43.291666666666664
2013-12-12,44.041666666666664
2013-12-13,99.25
2013-12-14,84.625
