Date-Time,SO2
2013-03-01,7.458333333333333
2013-03-02,30.958333333333332
2013-03-03,58.708333333333336
2013-03-04,18.916666666666668
2013-03-05,76.45833333333333
2013-03-06,108.75
2013-03-07,93.5
2013-03-08,63.40283333333334
2013-03-09,30.041666666666668
2013-03-10,23.333333333333332
2013-03-11,97.75
2013-03-12,31.041666666666668
2013-03-13,14.666666666666666
2013-03-14,56.375
2013-03-15,74.70833333333333
2013-03-16,71.45833333333333
2013-03-17,67.45833333333333
2013-03-18,15.833333333333334
2013-03-19,10.833333333333334
2013-03-20,13.666666666666666
2013-03-21,30.458333333333332
2013-03-22,23.583333333333332
2013-03-23,27.875
2013-03-24,10.208333333333334
2013-03-25,40.017833333333336
2013-03-26,66.66666666666667
2013-03-27,16.333333333333332
2013-03-28,8.0
2013-03-29,33.041666666666664
2013-03-30,50.916666666666664
2013-03-31,23.333333333333332
2013-04-01,33.25
2013-04-02,38.041666666666664
2013-04-03,43.291666666666664
2013-04-04,50.666666666666664
2013-04-05,13.166666666666666
2013-04-06,5.958333333333333
2013-04-07,35.75
2013-04-08,5.041666666666667
2013-04-09,4.291666666666667
2013-04-10,3.8569666666666667
2013-04-11,5.8095
2013-04-12,19.154333333333334
2013-04-13,19.458333333333332
2013-04-14,14.291666666666666
2013-04-15,47.183600000000006
2013-04-16,27.5
2013-04-17,16.541666666666668
2013-04-18,3.374966666666667
2013-04-19,14.958333333333334
2013-04-20,9.791666666666666
2013-04-21,29.094733333333334
2013-04-22,45.916666666666664
2013-04-23,29.25
2013-04-24,10.749966666666666
2013-04-25,4.25
2013-04-26,27.25
2013-04-27,39.708333333333336
2013-04-28,51.416666666666664
2013-04-29,4.791666666666667
2013-04-30,7.25
2013-05-01,13.458333333333334
2013-05-02,38.529266666666665
2013-05-03,22.208333333333332
2013-05-04,23.5592
2013-05-05,45.166666666666664
2013-05-06,31.083333333333332
2013-05-07,44.833333333333336
2013-05-08,49.791666666666664
2013-05-09,11.333333333333334
2013-05-10,7.291666666666667
2013-05-11,9.708333333333334
2013-05-12,12.333333333333334
2013-05-13,59.041666666666664
2013-05-14,13.375
2013-05-15,42.458333333333336
2013-05-16,27.916666666666668
2013-05-17,37.291666666666664
2013-05-18,30.791666666666668
2013-05-19,12.375
2013-05-20,15.125
2013-05-21,47.125
2013-05-22,37.0
2013-05-23,28.291666666666668
2013-05-24,23.0
2013-05-25,29.916666666666668
2013-05-26,36.083333333333336
2013-05-27,8.208333333333334
2013-05-28,5.541666666666667
2013-05-29,5.541666666666667
2013-05-30,18.458333333333332
2013-05-31,39.0
2013-06-01,11.041666666666666
2013-06-02,35.708333333333336
2013-06-03,21.625
2013-06-04,32.791666666666664
2013-06-05,5.666666666666667
2013-06-06,9.166666666666666
2013-06-07,13.083333333333334
2013-06-08,9.125
2013-06-09,4.297166666666667
2013-06-10,4.2959000000000005
2013-06-11,6.040366666666666
2013-06-12,15.833333333333334
2013-06-13,33.541666666666664
2013-06-14,30.416666666666668
2013-06-15,36.125
2013-06-16,20.708333333333332
2013-06-17,4.583333333333333
2013-06-18,5.791666666666667
2013-06-19,10.041666666666666
2013-06-20,21.916666666666668
2013-06-21,11.291666666666666
2013-06-22,5.333333333333333
2013-06-23,8.291666666666666
2013-06-24,10.708333333333334
2013-06-25,7.5
2013-06-26,7.083333333333333
2013-06-27,13.583333333333334
2013-06-28,21.625
2013-06-29,7.035633333333333
2013-06-30,14.166666666666666
2013-07-01,9.3568
2013-07-02,4.208333333333333
2013-07-03,9.367833333333333
2013-07-04,7.980766666666667
2013-07-05,6.375
2013-07-06,14.25
2013-07-07,6.8270333333333335
2013-07-08,3.6425
2013-07-09,2.4639333333333333
2013-07-10,2.5710666666666664
2013-07-11,3.630266666666667
2013-07-12,5.190066666666667
2013-07-13,8.356333333333334
2013-07-14,12.493766666666666
2013-07-15,2.7617333333333334
2013-07-16,4.815366666666667
2013-07-17,12.570633333333333
2013-07-18,10.5999
2013-07-19,9.041666666666666
2013-07-20,7.75
2013-07-21,8.375
2013-07-22,17.415366666666667
2013-07-23,6.625
2013-07-24,5.386566666666667
2013-07-25,11.958333333333334
2013-07-26,19.458333333333332
2013-07-27,6.125
2013-07-28,6.833333333333333
2013-07-29,4.916666666666667
2013-07-30,6.0
2013-07-31,5.0
2013-08-01,3.0416666666666665
2013-08-02,6.375
2013-08-03,4.916666666666667
2013-08-04,5.833333333333333
2013-08-05,3.7618666666666667
2013-08-06,4.4994000000000005
2013-08-07,6.291666666666667
2013-08-08,6.208333333333333
2013-08-09,7.958333333333333
2013-08-10,10.25
2013-08-11,5.625
2013-08-12,3.0833333333333335
2013-08-13,7.625
2013-08-14,4.5
2013-08-15,5.25
2013-08-16,5.208333333333333
2013-08-17,6.333333333333333
2013-08-18,3.9166666666666665
2013-08-19,4.375
2013-08-20,18.375
2013-08-21,12.25
2013-08-22,10.125
2013-08-23,9.75
2013-08-24,7.75
2013-08-25,8.666666666666666
2013-08-26,14.166666666666666
2013-08-27,12.166666666666666
2013-08-28,6.208333333333333
2013-08-29,4.291666666666667
2013-08-30,1.7083333333333333
2013-08-31,6.375
2013-09-01,14.583333333333334
2013-09-02,16.541666666666668
2013-09-03,19.583333333333332
2013-09-04,10.333333333333334
2013-09-05,4.125
2013-09-06,11.8628
2013-09-07,10.5529
2013-09-08,23.176133333333336
2013-09-09,12.450333333333333
2013-09-10,9.25
2013-09-11,19.666666666666668
2013-09-12,33.541666666666664
2013-09-13,5.166666666666667
2013-09-14,6.625
2013-09-15,10.125
2013-09-16,16.625
2013-09-17,13.75
2013-09-18,15.125
2013-09-19,12.375
2013-09-20,3.7916666666666665
2013-09-21,10.75
2013-09-22,9.583333333333334
2013-09-23,8.0
2013-09-24,7.625
2013-09-25,5.041666666666667
2013-09-26,13.416666666666666
2013-09-27,28.083333333333332
2013-09-28,16.047166666666666
2013-09-29,18.125
2013-09-30,19.461933333333334
2013-10-01,3.5881666666666665
2013-10-02,7.666666666666667
2013-10-03,32.708333333333336
2013-10-04,36.833333333333336
2013-10-05,19.708333333333332
2013-10-06,12.5
2013-10-07,8.833333333333334
2013-10-08,25.875
2013-10-09,13.5
2013-10-10,7.541666666666667
2013-10-11,16.208333333333332
2013-10-12,15.791666666666666
2013-10-13,19.833333333333332
2013-10-14,1.5416666666666667
2013-10-15,8.958333333333334
2013-10-16,8.416666666666666
2013-10-17,22.5
2013-10-18,35.041666666666664
2013-10-19,8.875
2013-10-20,5.041666666666667
2013-10-21,14.625
2013-10-22,43.041666666666664
2013-10-23,7.375
2013-10-24,4.666666666666667
2013-10-25,6.0
2013-10-26,10.041666666666666
2013-10-27,23.916666666666668
2013-10-28,33.583333333333336
2013-10-29,9.541666666666666
2013-10-30,10.875
2013-10-31,7.708333333333333
2013-11-01,11.0
2013-11-02,5.125
2013-11-03,2.0
2013-11-04,6.291666666666667
2013-11-05,21.625
2013-11-06,9.125
2013-11-07,13.041666666666666
2013-11-08,52.041666666666664
2013-11-09,43.416666666666664
2013-11-10,10.208333333333334
2013-11-11,19.166666666666668
2013-11-12,20.208333333333332
2013-11-13,58.125
2013-11-14,19.291666666666668
2013-11-15,26.708333333333332
2013-11-16,9.583333333333334
2013-11-17,6.625
2013-11-18,7.166666666666667
2013-11-19,16.666666666666668
2013-11-20,29.416666666666668
2013-11-21,44.166666666666664
2013-11-22,56.791666666666664
2013-11-23,85.20833333333333
2013-11-24,31.791666666666668
2013-11-25,10.083333333333334
2013-11-26,8.5
2013-11-27,4.083333333333333
2013-11-28,14.208333333333334
2013-11-29,41.916666666666664
2013-11-30,21.666666666666668
2013-12-01,45.125
2013-12-02,56.791666666666664
2013-12-03,42.875
2013-12-04,50.916666666666664
2013-12-05,36.333333333333336
2013-12-06,65.375
2013-12-07,81.83333333333333
2013-12-08,62.958333333333336
2013-12-09,10.291666666666666
2013-12-10,16.833333333333332
2013-12-11,15.625
2013-12-12,10.208333333333334
2013-12-13,39.166666666666664
2013-12-14,37.333333333333336
2013-12-15,26.25
2013-12-16,66.45833333333333
2013-12-17,47.25
2013-12-18,24.041666666666668
2013-12-19,29.958333333333332
2013-12-20,29.625
2013-12-21,40.708333333333336
2013-12-22,78.70833333333333
2013-12-23,73.25
2013-12-24,137.41666666666666
2013-12-25,95.91666666666667
2013-12-26,6.25
2013-12-27,22.231966666666665
2013-12-28,16.55196666666667
2013-12-29,65.29166666666667
2013-12-30,26.25
2013-12-31,31.5
2014-01-01,44.25
2014-01-02,84.5
2014-01-03,40.791666666666664
2014-01-04,45.125
2014-01-05,40.208333333333336
2014-01-06,55.916666666666664
2014-01-07,41.583333333333336
2014-01-08,14.25
2014-01-09,20.875
2014-01-10,60.833333333333336
2014-01-11,97.70833333333333
2014-01-12,31.0
2014-01-13,82.41666666666667
2014-01-14,85.375
2014-01-15,93.58333333333333
2014-01-16,125.66666666666667
2014-01-17,76.625
2014-01-18,22.0
2014-01-19,82.33333333333333
2014-01-20,5.291666666666667
2014-01-21,40.208333333333336
2014-01-22,88.70833333333333
2014-01-23,134.375
2014-01-24,78.20833333333333
2014-01-25,22.166666666666668
2014-01-26,51.375
2014-01-27,65.875
2014-01-28,26.416666666666668
2014-01-29,85.16666666666667
2014-01-30,46.833333333333336
2014-01-31,79.83333333333333
2014-02-01,47.375
2014-02-02,18.375
2014-02-03,4.041666666666667
2014-02-04,26.416666666666668
2014-02-05,57.666666666666664
2014-02-06,83.58333333333333
2014-02-07,39.625
2014-02-08,24.208333333333332
2014-02-09,18.416666666666668
2014-02-10,23.416666666666668
2014-02-11,72.54166666666667
2014-02-12,68.58333333333333
2014-02-13,75.08333333333333
2014-02-14,86.95833333333333
2014-02-15,117.625
2014-02-16,66.79166666666667
2014-02-17,8.0
2014-02-18,8.0
2014-02-19,8.0
2014-02-20,30.0
2014-02-21,77.58333333333333
2014-02-22,106.70833333333333
2014-02-23,131.45833333333334
2014-02-24,134.54166666666666
2014-02-25,74.04166666666667
2014-02-26,63.166666666666664
2014-02-27,20.25
2014-02-28,46.375
2014-03-01,38.666666666666664
2014-03-02,75.29166666666667
2014-03-03,135.54166666666666
2014-03-04,28.958333333333332
2014-03-05,18.166666666666668
2014-03-06,13.625
2014-03-07,27.416666666666668
2014-03-08,82.5
2014-03-09,53.291666666666664
2014-03-10,66.79166666666667
2014-03-11,88.08333333333333
2014-03-12,11.416666666666666
2014-03-13,21.958333333333332
2014-03-14,14.583333333333334
2014-03-15,48.291666666666664
2014-03-16,88.58333333333333
2014-03-17,23.666666666666668
2014-03-18,17.916666666666668
2014-03-19,20.916666666666668
2014-03-20,6.25
2014-03-21,11.958333333333334
2014-03-22,20.875
2014-03-23,49.875
2014-03-24,59.583333333333336
2014-03-25,48.166666666666664
2014-03-26,51.416666666666664
