Date-Time,PM2.5
2013-03-01,8.041666666666666
2013-03-02,30.916666666666668
2013-03-03,96.0
2013-03-04,23.125
2013-03-05,148.66666666666666
2013-03-06,207.875
2013-03-07,265.3333333333333
2013-03-08,223.41666666666666
2013-03-09,57.25
2013-03-10,35.083333333333336
2013-03-11,120.20833333333333
2013-03-12,123.70833333333333
2013-03-13,21.708333333333332
2013-03-14,85.58333333333333
2013-03-15,175.375
2013-03-16,227.375
2013-03-17,273.5
2013-03-18,73.75
2013-03-19,38.833333333333336
2013-03-20,51.583333333333336
2013-03-21,135.54166666666666
2013-03-22,81.79166666666667
2013-03-23,53.583333333333336
2013-03-24,18.166666666666668
2013-03-25,99.16666666666667
2013-03-26,182.95833333333334
2013-03-27,84.875
2013-03-28,28.666666666666668
2013-03-29,85.375
2013-03-30,75.45833333333333
2013-03-31,174.75
2013-04-01,93.0
2013-04-02,107.20833333333333
2013-04-03,126.0
2013-04-04,68.70833333333333
2013-04-05,61.625
2013-04-06,11.291666666666666
2013-04-07,90.875
2013-04-08,75.08333333333333
2013-04-09,24.125
2013-04-10,22.416666666666668
2013-04-11,38.541666666666664
2013-04-12,107.625
2013-04-13,122.66666666666667
2013-04-14,89.20833333333333
2013-04-15,129.875
2013-04-16,134.5
2013-04-17,63.291666666666664
2013-04-18,9.833333333333334
2013-04-19,49.166666666666664
2013-04-20,73.875
2013-04-21,121.83333333333333
2013-04-22,158.66666666666666
2013-04-23,190.16666666666666
2013-04-24,103.83333333333333
2013-04-25,11.208333333333334
2013-04-26,67.66666666666667
2013-04-27,70.5
2013-04-28,77.66666666666667
2013-04-29,28.416666666666668
2013-04-30,35.125
2013-05-01,41.916666666666664
2013-05-02,77.41666666666667
2013-05-03,62.208333333333336
2013-05-04,89.20833333333333
2013-05-05,179.54166666666666
2013-05-06,213.04166666666666
2013-05-07,153.04166666666666
2013-05-08,140.25
2013-05-09,41.416666666666664
2013-05-10,42.833333333333336
2013-05-11,49.041666666666664
2013-05-12,36.083333333333336
2013-05-13,85.04166666666667
2013-05-14,49.833333333333336
2013-05-15,72.95833333333333
2013-05-16,54.041666666666664
2013-05-17,111.25
2013-05-18,116.20833333333333
2013-05-19,50.458333333333336
2013-05-20,36.625
2013-05-21,103.625
2013-05-22,62.5
2013-05-23,69.20833333333333
2013-05-24,120.16666666666667
2013-05-25,62.833333333333336
2013-05-26,101.91666666666667
2013-05-27,64.08333333333333
2013-05-28,68.875
2013-05-29,16.833333333333332
2013-05-30,58.75
2013-05-31,103.45833333333333
2013-06-01,64.08333333333333
2013-06-02,153.66666666666666
2013-06-03,125.08333333333333
2013-06-04,129.0
2013-06-05,125.0
2013-06-06,140.125
2013-06-07,127.04166666666667
2013-06-08,166.08333333333334
2013-06-09,47.375
2013-06-10,20.416666666666668
2013-06-11,60.708333333333336
2013-06-12,57.416666666666664
2013-06-13,101.0
2013-06-14,102.79166666666667
2013-06-15,124.375
2013-06-16,175.54166666666666
2013-06-17,43.1875
2013-06-18,38.416666666666664
2013-06-19,52.125
2013-06-20,69.25
2013-06-21,48.916666666666664
2013-06-22,51.583333333333336
2013-06-23,60.458333333333336
2013-06-24,97.91666666666667
2013-06-25,125.25
2013-06-26,156.54166666666666
2013-06-27,127.29166666666667
2013-06-28,319.8333333333333
2013-06-29,101.58333333333333
2013-06-30,194.04166666666666
2013-07-01,162.20833333333334
2013-07-02,12.958333333333334
2013-07-03,28.666666666666668
2013-07-04,20.666666666666668
2013-07-05,17.666666666666668
2013-07-06,47.041666666666664
2013-07-07,83.08333333333333
2013-07-08,94.5
2013-07-09,82.25
2013-07-10,29.166666666666668
2013-07-11,37.875
2013-07-12,68.20833333333333
2013-07-13,116.5
2013-07-14,97.08333333333333
2013-07-15,44.041666666666664
2013-07-16,25.25
2013-07-17,43.208333333333336
2013-07-18,151.58333333333334
2013-07-19,145.33333333333334
2013-07-20,93.625
2013-07-21,65.83333333333333
2013-07-22,85.625
2013-07-23,40.625
2013-07-24,38.083333333333336
2013-07-25,34.291666666666664
2013-07-26,53.125
2013-07-27,118.66666666666667
2013-07-28,59.25
2013-07-29,65.375
2013-07-30,108.33333333333333
2013-07-31,47.166666666666664
2013-08-01,41.166666666666664
2013-08-02,79.79166666666667
2013-08-03,30.625
2013-08-04,95.29166666666667
2013-08-05,42.916666666666664
2013-08-06,134.83333333333334
2013-08-07,35.666666666666664
2013-08-08,31.833333333333332
2013-08-09,35.041666666666664
2013-08-10,88.41666666666667
2013-08-11,147.0
2013-08-12,45.625
2013-08-13,91.125
2013-08-14,66.0
2013-08-15,104.41666666666667
2013-08-16,119.83333333333333
2013-08-17,29.416666666666668
2013-08-18,10.041666666666666
2013-08-19,19.916666666666668
2013-08-20,74.75
2013-08-21,76.16666666666667
2013-08-22,100.91666666666667
2013-08-23,46.583333333333336
2013-08-24,27.791666666666668
2013-08-25,32.166666666666664
2013-08-26,45.708333333333336
2013-08-27,55.166666666666664
2013-08-28,77.41666666666667
2013-08-29,28.291666666666668
2013-08-30,9.708333333333334
2013-08-31,18.666666666666668
2013-09-01,45.416666666666664
2013-09-02,54.708333333333336
2013-09-03,98.125
2013-09-04,65.08333333333333
2013-09-05,23.041666666666668
2013-09-06,74.16666666666667
2013-09-07,81.16666666666667
2013-09-08,115.16666666666667
2013-09-09,75.125
2013-09-10,40.708333333333336
2013-09-11,54.041666666666664
2013-09-12,134.25
2013-09-13,83.0
2013-09-14,43.166666666666664
2013-09-15,13.791666666666666
2013-09-16,41.708333333333336
2013-09-17,86.125
2013-09-18,94.625
2013-09-19,106.16666666666667
2013-09-20,51.083333333333336
2013-09-21,43.833333333333336
2013-09-22,55.625
2013-09-23,24.5
2013-09-24,11.083333333333334
2013-09-25,11.916666666666666
2013-09-26,20.75
2013-09-27,15.666666666666666
2013-09-28,20.791666666666668
2013-09-29,101.20833333333333
2013-09-30,147.70833333333334
2013-10-01,79.91666666666667
2013-10-02,17.25
2013-10-03,63.25
2013-10-04,143.125
2013-10-05,301.8333333333333
2013-10-06,182.33333333333334
2013-10-07,75.33333333333333
2013-10-08,53.625
2013-10-09,136.625
2013-10-10,80.25
2013-10-11,48.333333333333336
2013-10-12,63.5
2013-10-13,56.375
2013-10-14,37.458333333333336
2013-10-15,22.0
2013-10-16,55.333333333333336
2013-10-17,157.08333333333334
2013-10-18,243.16666666666666
2013-10-19,71.0
2013-10-20,25.833333333333332
2013-10-21,87.91666666666667
2013-10-22,135.79166666666666
2013-10-23,27.458333333333332
2013-10-24,18.416666666666668
2013-10-25,38.458333333333336
2013-10-26,63.625
2013-10-27,191.0
2013-10-28,296.4583333333333
2013-10-29,54.875
2013-10-30,85.95833333333333
2013-10-31,157.08333333333334
2013-11-01,210.25
2013-11-02,254.41666666666666
2013-11-03,48.0
2013-11-04,42.833333333333336
2013-11-05,183.70833333333334
2013-11-06,110.45833333333333
2013-11-07,38.166666666666664
2013-11-08,135.95833333333334
2013-11-09,88.29166666666667
2013-11-10,24.041666666666668
2013-11-11,35.291666666666664
2013-11-12,62.708333333333336
2013-11-13,172.70833333333334
2013-11-14,67.04166666666667
2013-11-15,109.29166666666667
2013-11-16,39.166666666666664
2013-11-17,7.458333333333333
2013-11-18,8.5
2013-11-19,36.375
2013-11-20,69.875
2013-11-21,113.66666666666667
2013-11-22,161.45833333333334
2013-11-23,238.125
2013-11-24,86.29166666666667
2013-11-25,17.541666666666668
2013-11-26,16.208333333333332
2013-11-27,7.125
2013-11-28,25.583333333333332
2013-11-29,87.29166666666667
2013-11-30,33.666666666666664
2013-12-01,108.0
2013-12-02,120.625
