Date-Time,O3
2013-03-01,76.12903225806451
2013-04-01,96.08172666666665
2013-05-01,149.29032258064515
2013-06-01,154.6867266666667
2013-07-01,187.70051612903228
2013-08-01,198.83870967741936
2013-09-01,131.57614
2013-10-01,90.18859354838709
2013-11-01,49.36440666666667
2013-12-01,35.264238709677414
2014-01-01,39.806451612903224
2014-02-01,48.107142857142854
2014-03-01,105.38709677419355
2014-04-01,151.76666666666668
2014-05-01,167.90322580645162
2014-06-01,203.73333333333332
2014-07-01,198.67741935483872
2014-08-01,198.74193548387098
2014-09-01,132.7
2014-10-01,76.7741935483871
2014-11-01,48.766666666666666
2014-12-01,57.03225806451613
2015-01-01,50.903225806451616
2015-02-01,74.28571428571429
2015-03-01,114.2258064516129
2015-04-01,144.1
2015-05-01,166.03225806451613
2015-06-01,166.23333333333332
2015-07-01,184.09677419354838
2015-08-01,191.93548387096774
2015-09-01,131.0
2015-10-01,96.90322580645162
2015-11-01,35.46666666666667
2015-12-01,35.516129032258064
2016-01-01,50.903225806451616
2016-02-01,80.89655172413794
