Date-Time,PM10
2013-03-01,245.09677419354838
2013-04-01,183.26666666666668
2013-05-01,219.4516129032258
2013-06-01,225.93333333333334
2013-07-01,234.09677419354838
2013-08-01,186.0
2013-09-01,224.13333333333333
2013-10-01,254.70967741935485
2013-11-01,216.63333333333333
2013-12-01,254.7741935483871
2014-01-01,337.5483870967742
2014-02-01,309.82142857142856
2014-03-01,317.9032258064516
2014-04-01,228.76666666666668
2014-05-01,227.06451612903226
2014-06-01,171.46666666666667
2014-07-01,187.83870967741936
2014-08-01,166.93548387096774
2014-09-01,182.26666666666668
2014-10-01,218.7741935483871
2014-11-01,278.03333333333336
2014-12-01,230.1290322580645
2015-01-01,240.25806451612902
2015-02-01,267.2857142857143
2015-03-01,278.4193548387097
2015-04-01,218.56666666666666
2015-05-01,179.6451612903226
2015-06-01,149.2
2015-07-01,132.0
2015-08-01,135.0
2015-09-01,136.1
2015-10-01,161.5483870967742
2015-11-01,200.0
2015-12-01,323.5806451612903
2016-01-01,184.48387096774192
2016-02-01,135.55172413793105
