Date-Time,O3
2013-03-01,72.08333333333333
2013-03-02,40.166666666666664
2013-03-03,18.583333333333332
2013-03-04,62.458333333333336
2013-03-05,77.58333333333333
2013-03-06,30.458333333333332
2013-03-07,47.583333333333336
2013-03-08,99.33333333333333
2013-03-09,93.41666666666667
2013-03-10,94.375
2013-03-11,87.04166666666667
2013-03-12,50.166666666666664
2013-03-13,78.20833333333333
2013-03-14,86.5
2013-03-15,60.333333333333336
2013-03-16,81.58333333333333
2013-03-17,106.29166666666667
2013-03-18,91.375
2013-03-19,35.541666666666664
2013-03-20,44.291666666666664
2013-03-21,24.666666666666668
2013-03-22,55.5
2013-03-23,37.208333333333336
2013-03-24,66.11448333333333
2013-03-25,38.085708333333336
2013-03-26,23.448958333333334
2013-03-27,52.935725
2013-03-28,75.70833333333333
2013-03-29,31.0
2013-03-30,54.791666666666664
2013-03-31,7.666666666666667
2013-04-01,57.125
2013-04-02,63.34170833333334
2013-04-03,62.833333333333336
2013-04-04,33.208333333333336
2013-04-05,44.0
2013-04-06,72.91666666666667
2013-04-07,50.0
2013-04-08,78.54166666666667
2013-04-09,89.875
2013-04-10,69.8125
2013-04-11,53.6043
2013-04-12,40.36553333333333
2013-04-13,49.708333333333336
2013-04-14,80.91666666666667
2013-04-15,65.625
2013-04-16,79.125
2013-04-17,73.45833333333333
2013-04-18,82.37921666666666
2013-04-19,52.25
2013-04-20,59.541666666666664
2013-04-21,53.58035
2013-04-22,45.541666666666664
2013-04-23,27.708333333333332
2013-04-24,48.125
2013-04-25,63.166666666666664
2013-04-26,60.916666666666664
2013-04-27,96.25
2013-04-28,86.04166666666667
2013-04-29,77.95780833333333
2013-04-30,72.83333333333333
2013-05-01,88.29166666666667
2013-05-02,83.83333333333333
2013-05-03,120.625
2013-05-04,115.20833333333333
2013-05-05,105.95833333333333
2013-05-06,124.10004166666666
2013-05-07,138.79166666666666
2013-05-08,84.45126666666667
2013-05-09,58.708333333333336
2013-05-10,59.75
2013-05-11,46.294075
2013-05-12,60.333333333333336
2013-05-13,75.33333333333333
2013-05-14,85.91666666666667
2013-05-15,92.375
2013-05-16,93.30420833333334
2013-05-17,87.04166666666667
2013-05-18,80.48005833333333
2013-05-19,66.62669166666667
2013-05-20,80.208975
2013-05-21,108.537675
2013-05-22,90.57982499999999
2013-05-23,82.42646666666667
2013-05-24,63.375
2013-05-25,91.875
2013-05-26,39.583333333333336
2013-05-27,48.264041666666664
2013-05-28,21.416666666666668
2013-05-29,70.33333333333333
2013-05-30,96.03265
2013-05-31,135.54166666666666
2013-06-01,80.875
2013-06-02,80.20833333333333
2013-06-03,116.875
2013-06-04,65.29166666666667
2013-06-05,25.458333333333332
2013-06-06,10.365875
2013-06-07,2.4583333333333335
2013-06-08,3.1666666666666665
2013-06-09,21.558066666666665
2013-06-10,47.75
2013-06-11,65.29166666666667
2013-06-12,114.45833333333333
2013-06-13,140.91666666666666
2013-06-14,166.125
2013-06-15,137.0
2013-06-16,47.916666666666664
2013-06-17,106.91666666666667
2013-06-18,94.70006666666667
2013-06-19,122.75511666666667
2013-06-20,66.625
2013-06-21,72.54166666666667
2013-06-22,48.791666666666664
2013-06-23,116.375
2013-06-24,136.20833333333334
2013-06-25,46.583333333333336
2013-06-26,108.33333333333333
2013-06-27,123.5
2013-06-28,69.29166666666667
2013-06-29,52.708333333333336
2013-06-30,73.5
2013-07-01,25.4097
2013-07-02,89.33333333333333
2013-07-03,72.125
2013-07-04,82.66666666666667
2013-07-05,97.125
2013-07-06,137.875
2013-07-07,142.29166666666666
2013-07-08,80.25
2013-07-09,39.166666666666664
2013-07-10,18.791666666666668
2013-07-11,34.7777
2013-07-12,100.46841666666667
2013-07-13,128.375
2013-07-14,97.16666666666667
2013-07-15,12.75
2013-07-16,65.08333333333333
2013-07-17,94.125
2013-07-18,85.04166666666667
2013-07-19,107.95833333333333
2013-07-20,113.125
2013-07-21,109.25
2013-07-22,123.00285000000001
2013-07-23,117.52592499999999
2013-07-24,77.75
2013-07-25,97.29166666666667
2013-07-26,31.458333333333332
2013-07-27,13.375
2013-07-28,79.29166666666667
2013-07-29,51.416666666666664
2013-07-30,124.875
2013-07-31,127.79166666666667
2013-08-01,57.958333333333336
2013-08-02,91.16666666666667
2013-08-03,115.875
2013-08-04,126.16666666666667
2013-08-05,119.16666666666667
2013-08-06,91.5
2013-08-07,57.583333333333336
2013-08-08,76.29166666666667
2013-08-09,108.08333333333333
2013-08-10,118.08333333333333
2013-08-11,66.45833333333333
2013-08-12,69.33333333333333
2013-08-13,94.04166666666667
2013-08-14,99.75
2013-08-15,105.79166666666667
2013-08-16,59.333333333333336
2013-08-17,47.75
2013-08-18,82.25
2013-08-19,69.02211666666666
2013-08-20,91.51123333333334
2013-08-21,59.291666666666664
2013-08-22,26.37425
2013-08-23,51.791666666666664
2013-08-24,72.45833333333333
2013-08-25,115.5
2013-08-26,116.125
2013-08-27,52.958333333333336
2013-08-28,24.75
2013-08-29,34.5
2013-08-30,45.833333333333336
2013-08-31,42.916666666666664
2013-09-01,84.33333333333333
2013-09-02,86.625
2013-09-03,98.08333333333333
2013-09-04,62.458333333333336
2013-09-05,67.29166666666667
2013-09-06,54.916666666666664
2013-09-07,68.75
2013-09-08,43.208333333333336
2013-09-09,64.54166666666667
2013-09-10,39.875
2013-09-11,69.8382
2013-09-12,73.04166666666667
2013-09-13,19.625
2013-09-14,31.31759166666667
2013-09-15,39.0
2013-09-16,29.4993
2013-09-17,1.125
2013-09-18,27.916666666666668
2013-09-19,49.22884166666666
2013-09-20,46.833333333333336
