Date-Time,PM2.5
2013-03-01,6.458333333333333
2013-03-02,28.75
2013-03-03,104.75
2013-03-04,22.875
2013-03-05,131.83333333333334
2013-03-06,195.33333333333334
2013-03-07,270.375
2013-03-08,217.79166666666666
2013-03-09,56.375
2013-03-10,35.875
2013-03-11,113.04166666666667
2013-03-12,127.83333333333333
2013-03-13,19.375
2013-03-14,87.45833333333333
2013-03-15,211.04166666666666
2013-03-16,244.5
2013-03-17,282.375
2013-03-18,69.08333333333333
2013-03-19,32.875
2013-03-20,49.833333333333336
2013-03-21,122.83333333333333
2013-03-22,79.29166666666667
2013-03-23,52.041666666666664
2013-03-24,18.333333333333332
2013-03-25,100.54166666666667
2013-03-26,174.875
2013-03-27,88.91666666666667
2013-03-28,28.375
2013-03-29,91.375
2013-03-30,75.375
2013-03-31,170.08333333333334
2013-04-01,92.125
2013-04-02,100.08333333333333
2013-04-03,122.58333333333333
2013-04-04,69.70833333333333
2013-04-05,56.583333333333336
2013-04-06,11.625
2013-04-07,77.29166666666667
2013-04-08,25.208333333333332
2013-04-09,12.208333333333334
2013-04-10,13.375
2013-04-11,18.458333333333332
2013-04-12,55.666666666666664
2013-04-13,60.125
2013-04-14,32.75
2013-04-15,72.29166666666667
2013-04-16,62.5
2013-04-17,47.083333333333336
2013-04-18,13.166666666666666
2013-04-19,49.625
2013-04-20,68.54166666666667
2013-04-21,119.375
2013-04-22,116.75
2013-04-23,154.33333333333334
2013-04-24,61.625
2013-04-25,10.166666666666666
2013-04-26,51.333333333333336
2013-04-27,51.125
2013-04-28,60.333333333333336
2013-04-29,10.708333333333334
2013-04-30,16.916666666666668
2013-05-01,30.5
2013-05-02,65.54166666666667
2013-05-03,57.375
2013-05-04,81.66666666666667
2013-05-05,206.41666666666666
2013-05-06,157.58333333333334
2013-05-07,154.75
2013-05-08,133.625
2013-05-09,46.625
2013-05-10,43.541666666666664
2013-05-11,39.833333333333336
2013-05-12,28.291666666666668
2013-05-13,82.66666666666667
2013-05-14,43.625
2013-05-15,66.04166666666667
2013-05-16,54.958333333333336
2013-05-17,112.66666666666667
2013-05-18,113.625
2013-05-19,45.166666666666664
2013-05-20,31.791666666666668
2013-05-21,89.375
2013-05-22,64.70833333333333
2013-05-23,70.54166666666667
2013-05-24,117.04166666666667
2013-05-25,56.625
2013-05-26,98.04166666666667
2013-05-27,61.916666666666664
2013-05-28,73.25
2013-05-29,14.333333333333334
2013-05-30,55.458333333333336
2013-05-31,88.875
2013-06-01,70.70833333333333
2013-06-02,151.04166666666666
2013-06-03,116.41666666666667
2013-06-04,121.91666666666667
2013-06-05,123.5
2013-06-06,136.125
2013-06-07,121.125
2013-06-08,156.20833333333334
2013-06-09,43.166666666666664
2013-06-10,23.083333333333332
