Date-Time,NO2
2013-03-01,27.708333333333332
2013-03-02,64.46238218280868
2013-03-03,105.66666666666667
2013-03-04,49.541666666666664
2013-03-05,137.20833333333334
2013-03-06,145.21238218280868
2013-03-07,167.08333333333334
2013-03-08,129.95508333333333
2013-03-09,51.25
2013-03-10,55.083333333333336
2013-03-11,87.0
2013-03-12,90.79166666666667
2013-03-13,38.666666666666664
2013-03-14,75.375
2013-03-15,113.33333333333333
2013-03-16,97.75
2013-03-17,120.875
2013-03-18,41.666666666666664
2013-03-19,41.916666666666664
2013-03-20,41.0
2013-03-21,82.20833333333333
2013-03-22,58.166666666666664
2013-03-23,55.5
2013-03-24,34.875
2013-03-25,81.125
2013-03-26,90.04166666666667
2013-03-27,44.708333333333336
2013-03-28,37.25
2013-03-29,76.79166666666667
2013-03-30,58.75
2013-03-31,74.33333333333333
2013-04-01,49.458333333333336
2013-04-02,71.33333333333333
2013-04-03,84.625
2013-04-04,76.125
2013-04-05,41.708333333333336
2013-04-06,30.583333333333332
2013-04-07,62.958333333333336
2013-04-08,24.625
2013-04-09,20.75
2013-04-10,35.375
2013-04-11,62.2334875
2013-04-12,82.79166666666667
2013-04-13,57.833333333333336
2013-04-14,38.875
2013-04-15,62.79571551614202
2013-04-16,51.916666666666664
2013-04-17,49.458333333333336
2013-04-18,23.597687500000003
2013-04-19,48.504048849475346
2013-04-20,52.916666666666664
2013-04-21,68.007475
2013-04-22,67.0
2013-04-23,71.54571551614201
2013-04-24,53.375
2013-04-25,45.916666666666664
2013-04-26,82.83333333333333
2013-04-27,58.879048849475346
2013-04-28,60.625
2013-04-29,36.5
2013-04-30,45.958333333333336
2013-05-01,44.291666666666664
2013-05-02,58.041666666666664
2013-05-03,33.208333333333336
2013-05-04,37.333333333333336
2013-05-05,82.79166666666667
2013-05-06,85.91666666666667
2013-05-07,85.45833333333333
2013-05-08,72.83333333333333
2013-05-09,46.25
2013-05-10,54.375
2013-05-11,70.0
2013-05-12,56.416666666666664
2013-05-13,77.70833333333333
2013-05-14,45.791666666666664
2013-05-15,68.75
2013-05-16,57.0
2013-05-17,67.625
2013-05-18,55.208333333333336
2013-05-19,31.583333333333332
2013-05-20,45.875
2013-05-21,63.291666666666664
2013-05-22,64.33333333333333
2013-05-23,89.20833333333333
2013-05-24,84.875
2013-05-25,61.0
2013-05-26,48.5
2013-05-27,45.041666666666664
2013-05-28,62.75
2013-05-29,31.625
2013-05-30,69.83333333333333
2013-05-31,39.666666666666664
2013-06-01,54.375
2013-06-02,48.708333333333336
2013-06-03,57.083333333333336
2013-06-04,65.16666666666667
2013-06-05,37.458333333333336
2013-06-06,52.375
2013-06-07,60.458333333333336
2013-06-08,59.083333333333336
2013-06-09,39.8245125
2013-06-10,45.541666666666664
2013-06-11,49.291666666666664
2013-06-12,28.833333333333332
2013-06-13,47.708333333333336
2013-06-14,51.879048849475346
2013-06-15,71.41666666666667
2013-06-16,78.58333333333333
2013-06-17,34.75
2013-06-18,71.56454884947534
2013-06-19,37.083333333333336
2013-06-20,79.0
2013-06-21,70.25
2013-06-22,45.0
2013-06-23,45.541666666666664
2013-06-24,37.5
2013-06-25,48.333333333333336
2013-06-26,47.75
2013-06-27,53.375
2013-06-28,60.25
2013-06-29,57.541666666666664
2013-06-30,54.583333333333336
2013-07-01,57.782337500000004
2013-07-02,24.625
2013-07-03,50.791666666666664
2013-07-04,53.75
2013-07-05,41.375
2013-07-06,57.708333333333336
2013-07-07,32.208333333333336
2013-07-08,46.458333333333336
2013-07-09,49.5
2013-07-10,47.875
2013-07-11,41.09835833333333
2013-07-12,35.12563218280868
2013-07-13,17.875
2013-07-14,20.125
2013-07-15,37.625
2013-07-16,25.712382182808682
2013-07-17,32.708333333333336
2013-07-18,20.208333333333332
2013-07-19,40.541666666666664
2013-07-20,44.958333333333336
2013-07-21,27.258097698950696
2013-07-22,43.503083333333336
2013-07-23,44.958333333333336
2013-07-24,60.458333333333336
2013-07-25,52.333333333333336
2013-07-26,55.625
2013-07-27,47.0
2013-07-28,31.083333333333332
2013-07-29,62.60357758071007
2013-07-30,38.75
2013-07-31,27.37904884947535
2013-08-01,38.33620401089549
2013-08-02,51.3819195270375
2013-08-03,49.625
2013-08-04,40.833333333333336
2013-08-05,49.0
2013-08-06,61.708333333333336
2013-08-07,30.041666666666668
2013-08-08,42.541666666666664
2013-08-09,44.083333333333336
2013-08-10,50.875
2013-08-11,42.708333333333336
2013-08-12,29.458333333333332
2013-08-13,29.458333333333332
2013-08-14,27.666666666666668
2013-08-15,42.291666666666664
2013-08-16,64.5
2013-08-17,44.0
2013-08-18,35.0
2013-08-19,55.25
2013-08-20,53.1051625
2013-08-21,64.375
2013-08-22,97.66666666666667
2013-08-23,66.375
2013-08-24,66.75
2013-08-25,66.33333333333333
2013-08-26,47.791666666666664
2013-08-27,46.875
2013-08-28,70.79166666666667
2013-08-29,47.833333333333336
2013-08-30,37.416666666666664
2013-08-31,59.75
2013-09-01,54.833333333333336
2013-09-02,58.125
2013-09-03,61.583333333333336
2013-09-04,60.375
2013-09-05,36.833333333333336
2013-09-06,66.5
2013-09-07,64.66666666666667
2013-09-08,81.79166666666667
2013-09-09,62.458333333333336
2013-09-10,61.25
2013-09-11,70.125
2013-09-12,94.66666666666667
2013-09-13,63.291666666666664
2013-09-14,62.916666666666664
2013-09-15,58.708333333333336
2013-09-16,71.66666666666667
2013-09-17,83.83333333333333
2013-09-18,67.95833333333333
2013-09-19,57.875
2013-09-20,53.125
2013-09-21,66.16666666666667
2013-09-22,93.16666666666667
2013-09-23,50.833333333333336
2013-09-24,48.0
2013-09-25,53.166666666666664
2013-09-26,87.16666666666667
2013-09-27,119.125
2013-09-28,91.68067500000001
2013-09-29,99.75
2013-09-30,86.67071551614201
2013-10-01,61.75
2013-10-02,43.041666666666664
2013-10-03,62.75
2013-10-04,88.83333333333333
2013-10-05,89.29166666666667
2013-10-06,54.958333333333336
2013-10-07,30.416666666666668
2013-10-08,41.333333333333336
2013-10-09,46.125
2013-10-10,33.754048849475346
2013-10-11,77.08333333333333
2013-10-12,89.125
2013-10-13,62.125
2013-10-14,51.041666666666664
2013-10-15,34.875
2013-10-16,55.125
2013-10-17,78.75
2013-10-18,107.91666666666667
2013-10-19,40.958333333333336
2013-10-20,48.81901666666667
2013-10-21,71.95833333333333
2013-10-22,74.75
2013-10-23,29.416666666666668
2013-10-24,19.962382182808682
2013-10-25,51.58738218280868
2013-10-26,89.45833333333333
2013-10-27,132.875
2013-10-28,120.58333333333333
2013-10-29,57.04571551614202
2013-10-30,84.875
2013-10-31,119.33333333333333
2013-11-01,122.04166666666667
2013-11-02,112.54166666666667
2013-11-03,40.0
2013-11-04,58.625
2013-11-05,109.25
2013-11-06,62.833333333333336
2013-11-07,44.375
2013-11-08,100.58333333333333
2013-11-09,74.41666666666667
2013-11-10,28.708333333333332
2013-11-11,49.791666666666664
2013-11-12,59.291666666666664
2013-11-13,101.66666666666667
2013-11-14,61.958333333333336
2013-11-15,95.25
2013-11-16,36.666666666666664
2013-11-17,23.833333333333332
2013-11-18,19.375
2013-11-19,44.375
2013-11-20,57.916666666666664
2013-11-21,78.79166666666667
2013-11-22,79.13728103228404
2013-11-23,109.48466551614202
2013-11-24,53.36089166666667
2013-11-25,26.671891666666667
2013-11-26,36.38885674737674
2013-11-27,9.392475
2013-11-28,28.639349999999997
2013-11-29,63.68565718280868
2013-11-30,42.5740875
2013-12-01,67.20153333333333
2013-12-02,88.94611134947534
