Date-Time,CO
2013-03-01,2722.1935483870966
2013-04-01,1733.1333333333334
2013-05-01,1873.967741935484
2013-06-01,2476.4666666666667
2013-07-01,1993.4516129032259
2013-08-01,1667.741935483871
2013-09-01,2213.3333333333335
2013-10-01,2474.1935483870966
2013-11-01,3000.0
2013-12-01,3432.2580645161293
2014-01-01,3832.2580645161293
2014-02-01,3564.285714285714
2014-03-01,2800.0
2014-04-01,1633.3333333333333
2014-05-01,1629.032258064516
2014-06-01,1476.6666666666667
2014-07-01,1606.4516129032259
2014-08-01,1496.774193548387
2014-09-01,1840.0
2014-10-01,2406.451612903226
2014-11-01,3470.0
2014-12-01,3506.451612903226
2015-01-01,4080.6451612903224
2015-02-01,2950.0
2015-03-01,2335.483870967742
2015-04-01,1416.6666666666667
2015-05-01,1525.8064516129032
2015-06-01,2550.0
2015-07-01,1474.1935483870968
2015-08-01,1335.483870967742
2015-09-01,1516.6666666666667
2015-10-01,1764.516129032258
2015-11-01,3193.3333333333335
2015-12-01,5503.225806451613
2016-01-01,3187.0967741935483
2016-02-01,1727.5862068965516
