Date-Time,PM10
2013-03-01,238.2258064516129
2013-04-01,172.16666666666666
2013-05-01,221.06451612903226
2013-06-01,200.66666666666666
2013-07-01,139.7741935483871
2013-08-01,154.48387096774192
2013-09-01,172.43333333333334
2013-10-01,205.19354838709677
2013-11-01,199.6
2013-12-01,238.67741935483872
2014-01-01,283.0967741935484
2014-02-01,276.5357142857143
2014-03-01,257.7741935483871
2014-04-01,240.4
2014-05-01,272.03225806451616
2014-06-01,164.3
2014-07-01,195.32258064516128
2014-08-01,170.0
2014-09-01,163.0
2014-10-01,268.64516129032256
2014-11-01,294.9
2014-12-01,241.09677419354838
2015-01-01,263.2903225806452
2015-02-01,244.14285714285714
2015-03-01,261.6774193548387
2015-04-01,211.8
2015-05-01,193.32258064516128
2015-06-01,151.13333333333333
2015-07-01,136.32258064516128
2015-08-01,127.93548387096774
2015-09-01,115.73333333333333
2015-10-01,160.32258064516128
2015-11-01,193.3
2015-12-01,299.258064516129
2016-01-01,166.67741935483872
2016-02-01,116.06896551724138
