Date-Time,PM10
2013-03-01,16.875
2013-03-02,51.375
2013-03-03,120.04166666666667
2013-03-04,51.291666666666664
2013-03-05,172.54166666666666
2013-03-06,256.2916666666667
2013-03-07,308.5833333333333
2013-03-08,267.3333333333333
2013-03-09,230.54166666666666
2013-03-10,75.54166666666667
2013-03-11,197.125
2013-03-12,139.91666666666666
2013-03-13,46.5
2013-03-14,115.41666666666667
2013-03-15,239.29166666666666
2013-03-16,244.54166666666666
2013-03-17,306.7916666666667
2013-03-18,113.5
2013-03-19,37.791666666666664
2013-03-20,64.0
2013-03-21,162.91666666666666
2013-03-22,126.08333333333333
2013-03-23,102.125
2013-03-24,43.416666666666664
2013-03-25,158.375
2013-03-26,251.33333333333334
2013-03-27,157.75
2013-03-28,54.75
2013-03-29,114.95833333333333
2013-03-30,106.5
2013-03-31,196.66666666666666
2013-04-01,124.75
2013-04-02,147.375
2013-04-03,197.45833333333334
2013-04-04,94.20833333333333
2013-04-05,54.5
2013-04-06,30.5
2013-04-07,137.125
2013-04-08,133.375
2013-04-09,36.458333333333336
2013-04-10,26.833333333333332
2013-04-11,53.458333333333336
2013-04-12,122.41666666666667
2013-04-13,131.45833333333334
2013-04-14,116.08333333333333
2013-04-15,151.66666666666666
2013-04-16,124.33333333333333
2013-04-17,83.75
2013-04-18,32.875
2013-04-19,83.91666666666667
2013-04-20,84.79166666666667
2013-04-21,181.08333333333334
2013-04-22,203.25
2013-04-23,200.54166666666666
2013-04-24,117.70833333333333
2013-04-25,51.208333333333336
2013-04-26,122.25
2013-04-27,117.16666666666667
2013-04-28,119.41666666666667
2013-04-29,94.33333333333333
2013-04-30,110.45833333333333
2013-05-01,112.875
2013-05-02,141.0
2013-05-03,93.79166666666667
2013-05-04,154.08333333333334
2013-05-05,242.875
2013-05-06,274.25
2013-05-07,234.58333333333334
2013-05-08,186.79166666666666
2013-05-09,99.33333333333333
2013-05-10,115.45833333333333
2013-05-11,115.70833333333333
2013-05-12,113.95833333333333
2013-05-13,166.16666666666666
2013-05-14,134.625
2013-05-15,152.875
2013-05-16,132.0
2013-05-17,163.04166666666666
2013-05-18,209.0
2013-05-19,144.41666666666666
2013-05-20,159.83333333333334
2013-05-21,224.54166666666666
2013-05-22,150.04166666666666
2013-05-23,137.41666666666666
2013-05-24,171.33333333333334
2013-05-25,141.70833333333334
2013-05-26,135.83333333333334
2013-05-27,68.33333333333333
