Date-Time,NO2
2013-03-01,48.93422912790246
2013-03-02,38.32796145639512
2013-03-03,62.40055103585203
2013-03-04,44.26887081007481
2013-03-05,63.216460389531726
2013-03-06,118.5712812306179
2013-03-07,146.86425624612357
2013-03-08,141.17612083333333
2013-03-09,42.494628123061794
2013-03-10,46.875
2013-03-11,106.16666666666667
2013-03-12,101.75
2013-03-13,46.458333333333336
2013-03-14,80.33333333333333
2013-03-15,121.25
2013-03-16,109.16666666666667
2013-03-17,122.20833333333333
2013-03-18,39.791666666666664
2013-03-19,53.125
2013-03-20,42.0
2013-03-21,87.79166666666667
2013-03-22,58.75
2013-03-23,55.041666666666664
2013-03-24,28.041666666666668
2013-03-25,89.62062083333335
2013-03-26,107.20833333333333
2013-03-27,55.958333333333336
2013-03-28,35.25
2013-03-29,85.33333333333333
2013-03-30,67.04166666666667
2013-03-31,83.66666666666667
2013-04-01,48.666666666666664
2013-04-02,69.16666666666667
2013-04-03,86.20833333333333
2013-04-04,79.125
2013-04-05,44.166666666666664
2013-04-06,36.0
2013-04-07,80.41666666666667
2013-04-08,22.875
2013-04-09,13.708333333333334
2013-04-10,19.941504166666665
2013-04-11,41.05768333333334
2013-04-12,77.91666666666667
2013-04-13,53.25
2013-04-14,31.583333333333332
2013-04-15,70.0
2013-04-16,45.25
2013-04-17,47.0
2013-04-18,20.725720833333334
2013-04-19,41.25
2013-04-20,43.5
2013-04-21,75.34797916666666
2013-04-22,74.82796145639513
2013-04-23,76.625
2013-04-24,59.174793722865054
2013-04-25,24.25
2013-04-26,72.86962812306179
2013-04-27,67.28010416666667
2013-04-28,59.333333333333336
2013-04-29,27.708333333333332
2013-04-30,63.208333333333336
2013-05-01,43.958333333333336
2013-05-02,56.958333333333336
2013-05-03,37.5
2013-05-04,50.208333333333336
2013-05-05,82.20833333333333
2013-05-06,53.75
2013-05-07,77.25
2013-05-08,69.30647394864228
2013-05-09,64.45296145639513
2013-05-10,44.833333333333336
2013-05-11,53.583333333333336
2013-05-12,53.333333333333336
2013-05-13,78.25
2013-05-14,52.416666666666664
2013-05-15,59.083333333333336
2013-05-16,55.458333333333336
2013-05-17,52.625
2013-05-18,55.80272083333333
2013-05-19,27.875
2013-05-20,42.16129478972846
2013-05-21,74.73484583333334
2013-05-22,74.41666666666667
2013-05-23,77.58333333333333
2013-05-24,64.75
2013-05-25,78.875
2013-05-26,89.875
2013-05-27,58.208333333333336
2013-05-28,62.45296145639512
2013-05-29,25.041666666666668
2013-05-30,66.70833333333333
2013-05-31,57.083333333333336
2013-06-01,58.541666666666664
2013-06-02,89.41666666666667
2013-06-03,63.458333333333336
2013-06-04,91.16666666666667
2013-06-05,61.875
2013-06-06,72.875
2013-06-07,74.79166666666667
2013-06-08,76.16666666666667
2013-06-09,44.743387500000004
2013-06-10,44.333333333333336
2013-06-11,59.541666666666664
2013-06-12,41.375
2013-06-13,58.041666666666664
2013-06-14,65.29166666666667
2013-06-15,84.29166666666667
2013-06-16,95.625
2013-06-17,53.965808333333335
2013-06-18,60.916666666666664
2013-06-19,47.166666666666664
2013-06-20,81.375
2013-06-21,42.416666666666664
2013-06-22,49.0
2013-06-23,40.833333333333336
2013-06-24,51.041666666666664
2013-06-25,57.208333333333336
2013-06-26,56.875
2013-06-27,53.333333333333336
2013-06-28,64.75
2013-06-29,55.875
2013-06-30,77.08333333333333
2013-07-01,83.12201666666667
2013-07-02,30.166666666666668
2013-07-03,51.75
2013-07-04,44.333333333333336
2013-07-05,47.958333333333336
2013-07-06,50.083333333333336
2013-07-07,35.541666666666664
2013-07-08,39.79783333333334
2013-07-09,42.22336666666667
2013-07-10,37.894958333333335
2013-07-11,42.15436145639512
2013-07-12,44.58518333333333
2013-07-13,38.625
2013-07-14,43.5
2013-07-15,31.958333333333332
2013-07-16,29.458333333333332
2013-07-17,46.416666666666664
2013-07-18,47.375
2013-07-19,49.833333333333336
2013-07-20,43.0
2013-07-21,54.208333333333336
2013-07-22,63.50119166666667
2013-07-23,42.041666666666664
2013-07-24,50.5
2013-07-25,43.333333333333336
2013-07-26,69.29166666666667
2013-07-27,57.541666666666664
2013-07-28,56.25
2013-07-29,71.5
2013-07-30,45.958333333333336
2013-07-31,37.28629478972846
2013-08-01,38.083333333333336
2013-08-02,40.083333333333336
2013-08-03,30.916666666666668
2013-08-04,41.583333333333336
2013-08-05,39.75642083333333
2013-08-06,45.79215833333333
2013-08-07,35.083333333333336
2013-08-08,49.291666666666664
2013-08-09,58.291666666666664
2013-08-10,46.041666666666664
2013-08-11,63.375
2013-08-12,27.541666666666668
2013-08-13,30.125
2013-08-14,36.375
2013-08-15,46.833333333333336
2013-08-16,58.916666666666664
2013-08-17,25.75
2013-08-18,32.583333333333336
2013-08-19,47.875
2013-08-20,79.25
2013-08-21,43.458333333333336
2013-08-22,59.833333333333336
2013-08-23,41.958333333333336
2013-08-24,49.916666666666664
2013-08-25,56.541666666666664
2013-08-26,47.291666666666664
2013-08-27,62.166666666666664
2013-08-28,52.666666666666664
2013-08-29,27.291666666666668
2013-08-30,27.75
2013-08-31,39.25
2013-09-01,49.166666666666664
2013-09-02,50.083333333333336
2013-09-03,57.458333333333336
2013-09-04,40.041666666666664
2013-09-05,32.625
2013-09-06,55.666666666666664
2013-09-07,59.125
2013-09-08,83.25
2013-09-09,49.708333333333336
2013-09-10,43.583333333333336
2013-09-11,56.916666666666664
2013-09-12,99.08333333333333
2013-09-13,70.25
2013-09-14,55.291666666666664
2013-09-15,62.625
2013-09-16,79.20833333333333
2013-09-17,88.45833333333333
2013-09-18,74.29166666666667
2013-09-19,43.583333333333336
2013-09-20,38.458333333333336
2013-09-21,43.041666666666664
2013-09-22,62.458333333333336
2013-09-23,36.958333333333336
2013-09-24,32.208333333333336
2013-09-25,45.25
2013-09-26,69.5
2013-09-27,94.95833333333333
2013-09-28,105.6848
2013-09-29,79.625
2013-09-30,80.29166666666667
2013-10-01,55.458333333333336
2013-10-02,34.416666666666664
2013-10-03,77.91666666666667
2013-10-04,73.16666666666667
2013-10-05,94.66666666666667
2013-10-06,85.95833333333333
