Date-Time,CO
2013-03-01,870.8333333333334
2013-03-02,1479.0416666666667
2013-03-03,2349.7083333333335
2013-03-04,1170.6666666666667
2013-03-05,1341.4166666666667
2013-03-06,2228.9166666666665
2013-03-07,4607.833333333333
2013-03-08,2929.0416666666665
2013-03-09,958.3333333333334
2013-03-10,799.9583333333334
2013-03-11,2203.75
2013-03-12,2053.9166666666665
2013-03-13,762.5
2013-03-14,1608.0833333333333
2013-03-15,2658.0
2013-03-16,2637.2916666666665
2013-03-17,2595.4583333333335
2013-03-18,883.2916666666666
2013-03-19,858.2916666666666
2013-03-20,979.125
2013-03-21,1483.125
2013-03-22,995.7916666666666
2013-03-23,1041.5416666666667
2013-03-24,537.5
2013-03-25,1029.0416666666667
2013-03-26,2016.25
2013-03-27,1308.2083333333333
2013-03-28,604.1666666666666
2013-03-29,1287.2916666666667
2013-03-30,1562.2083333333333
2013-03-31,1516.375
2013-04-01,1191.625
2013-04-02,1237.3333333333333
2013-04-03,1658.0416666666667
2013-04-04,1837.3333333333333
2013-04-05,1074.8333333333333
2013-04-06,525.0
2013-04-07,1337.3333333333333
2013-04-08,429.1666666666667
2013-04-09,383.3333333333333
2013-04-10,466.6666666666667
2013-04-11,645.8333333333334
2013-04-12,845.8333333333334
2013-04-13,745.8333333333334
2013-04-14,575.0
2013-04-15,1349.8333333333333
2013-04-16,945.75
2013-04-17,800.0
2013-04-18,400.0
2013-04-19,737.5
2013-04-20,704.1666666666666
2013-04-21,1079.0833333333333
2013-04-22,1304.0416666666667
2013-04-23,1383.1666666666667
2013-04-24,1154.125
2013-04-25,537.4583333333334
2013-04-26,783.2916666666666
2013-04-27,962.5
2013-04-28,1612.0416666666667
2013-04-29,579.1666666666666
2013-04-30,704.1666666666666
2013-05-01,612.5
2013-05-02,875.0
2013-05-03,741.625
2013-05-04,850.0
2013-05-05,1462.2916666666667
2013-05-06,1720.6666666666667
2013-05-07,1378.9583333333333
2013-05-08,1316.375
2013-05-09,741.6666666666666
2013-05-10,545.8333333333334
2013-05-11,445.8333333333333
2013-05-12,670.7916666666666
2013-05-13,1558.125
2013-05-14,695.8333333333334
2013-05-15,1033.1666666666667
2013-05-16,899.9583333333334
2013-05-17,900.0
2013-05-18,900.0
2013-05-19,900.0
2013-05-20,900.0
2013-05-21,900.0
2013-05-22,900.0
2013-05-23,1116.5833333333333
2013-05-24,1370.7083333333333
2013-05-25,858.3333333333334
2013-05-26,1141.5416666666667
