Date-Time,NO2
2013-03-01,126.6410024178543
2013-04-01,101.3
2013-05-01,108.41935483870968
2013-06-01,108.1
2013-07-01,83.91166451612902
2013-08-01,86.49289032258064
2013-09-01,104.13333333333334
2013-10-01,130.32258064516128
2013-11-01,109.83333333333333
2013-12-01,117.16129032258064
2014-01-01,117.80645161290323
2014-02-01,114.45507678239164
2014-03-01,120.58064516129032
2014-04-01,127.46666666666667
2014-05-01,121.90322580645162
2014-06-01,106.16666666666667
2014-07-01,88.41935483870968
2014-08-01,91.58064516129032
2014-09-01,96.95807166356553
2014-10-01,126.61290322580645
2014-11-01,110.13333333333334
2014-12-01,96.61290322580645
2015-01-01,113.12903225806451
2015-02-01,83.39285714285714
2015-03-01,97.09677419354838
2015-04-01,90.86666666666666
2015-05-01,82.96774193548387
2015-06-01,90.63333333333334
2015-07-01,72.0
2015-08-01,63.05203951162738
2015-09-01,77.92044082868163
2015-10-01,104.57648628882204
2015-11-01,84.99140499689886
2015-12-01,115.24974677119245
2016-01-01,86.35067983720913
2016-02-01,58.19800516920572
