Date-Time,SO2
2013-03-01,71.48387096774194
2013-04-01,39.166666666666664
2013-05-01,46.29032258064516
2013-06-01,17.533333333333335
2013-07-01,7.806451612903226
2013-08-01,9.290322580645162
2013-09-01,15.166666666666666
2013-10-01,29.0
2013-11-01,41.733333333333334
2013-12-01,75.45161290322581
2014-01-01,93.12903225806451
2014-02-01,89.78571428571429
2014-03-01,60.74193548387097
2014-04-01,29.3
2014-05-01,44.03225806451613
2014-06-01,7.3
2014-07-01,11.774193548387096
2014-08-01,8.719354838709679
2014-09-01,10.566666666666666
2014-10-01,17.677419354838708
2014-11-01,34.82333333333334
2014-12-01,58.83870967741935
2015-01-01,70.74193548387096
2015-02-01,57.25
2015-03-01,49.16129032258065
2015-04-01,17.933333333333334
2015-05-01,16.903225806451612
2015-06-01,32.733333333333334
2015-07-01,6.193548387096774
2015-08-01,4.0
2015-09-01,9.2
2015-10-01,12.064516129032258
2015-11-01,20.0
2015-12-01,40.03225806451613
2016-01-01,59.67741935483871
2016-02-01,49.89655172413793
